bedrooms,sqft_living,yr_built,price
3,1650,1908,600000
4,3220,1990,430000
3,2320,1976,307000
4,2750,1981,604700
3,910,1956,219900
2,840,2005,270000
3,1470,2007,432000
6,2040,1943,300000
3,1100,1922,361000
2,940,1959,249950
3,1110,1978,320000
4,2200,1942,305000
2,2860,1948,503000
2,740,1938,235750
4,2740,1954,657000
3,1250,1956,385000
4,3140,1991,389950
2,820,1954,150000
4,2570,1998,254500
4,2350,1977,555000
4,3600,1976,1075000
4,1580,1967,245000
2,1070,1949,319950
3,1070,1951,337000
4,1640,1907,492000
3,2890,1987,1170000
3,1220,1966,348580
2,1400,1922,180000
3,1040,1942,400000
4,980,1978,295000
4,3340,1963,910000
6,6040,1996,1150000
3,1900,2008,431500
4,1740,1962,180000
3,2000,1916,677000
3,1610,1973,1180500
4,3240,1977,635700
5,2230,1978,482000
2,1160,1998,168000
4,2410,1950,805000
2,590,1983,398000
4,2600,1996,665000
4,2170,1968,592500
4,2080,1912,940000
4,2860,1999,655000
4,2980,2000,622500
2,1230,2011,380000
4,2260,1947,648360
3,2200,1982,432000
4,3030,1988,1050000
2,1060,1979,353250
4,4260,1996,1000000
3,998,2007,320000
4,2052,2014,349900
4,3150,2005,330000
3,1950,2006,408000
3,1347,2010,321000
4,3860,2007,1051000
4,5060,2008,2150000
3,1360,2008,359000
5,2760,2006,300000
5,2420,2013,380000
3,2450,2010,660000
3,1280,2005,355000
3,1550,2011,259000
1,550,2008,353000
2,1520,2007,430000
3,1670,1939,460000
1,430,1912,80000
4,2380,1991,782000
3,960,1982,218000
3,1920,1952,325000
4,3680,1967,980000
4,2530,1976,902000
5,3840,1991,556000
3,1240,1926,662990
2,1300,1975,225000
4,2380,2002,439950
2,1300,1958,175000
2,780,1946,306000
4,1810,1970,235000
3,2420,1911,399500
3,1280,1910,478000
2,1680,1941,515000
3,2510,1992,550000
3,1700,1955,149000
3,1680,1992,526000
1,820,1999,527550
3,4380,1983,1050000
3,2600,1984,625000
5,3400,1999,950000
5,2120,1942,377691
4,2250,1951,648475
3,1800,1942,383000
3,2210,1994,535000
3,1560,1923,449950
4,2430,1967,465425
4,2560,1987,675000
3,1960,1926,599000
3,1110,1963,416000
2,1030,1924,595000
4,1350,1966,200000
3,1540,2005,402000
4,1830,1966,433000
4,1930,1979,275000
3,1650,1983,410000
4,3510,1965,554820
4,3370,1988,1325000
3,2390,1984,735000
3,1230,1951,607000
4,2830,1987,549900
3,1620,1988,258000
4,2290,1940,661254
4,2840,1952,945000
4,4220,1993,799950
3,1080,1967,132500
3,1620,1973,467100
4,4390,1990,1610000
3,1620,1926,641000
3,1010,1947,350000
4,1750,1983,335000
3,4080,2000,900000
4,2560,1965,440000
3,1120,1925,464600
4,4740,2003,1200000
2,1340,1947,300000
4,1590,1951,670500
3,1430,1919,552000
4,1450,1943,244000
4,3500,2005,788600
3,1630,1987,445000
4,1814,1951,530000
2,580,1943,90000
3,1670,1931,585000
2,1140,1924,498000
2,800,1940,379000
3,1300,1919,462000
4,2440,1993,388000
3,1490,1984,255000
3,1800,1966,665000
3,1830,1959,550000
3,1500,1947,606000
4,2210,1965,334000
3,1270,2006,360000
2,1140,2007,235000
3,1620,2008,580000
3,1220,2007,355000
2,750,2006,375000
4,1960,1979,372000
3,1370,1924,479000
5,4580,2004,2000000
4,5584,1998,1680000
2,1010,1924,501000
3,1260,1994,245000
3,1740,1989,496700
4,2670,1996,347000
2,720,1943,199000
3,2460,2007,440500
4,3670,2005,820000
4,2630,1984,325000
3,1570,1991,195000
3,2980,1981,675000
3,1560,2003,295000
3,1620,1955,355300
3,1140,1960,276000
2,2730,1976,460000
3,2130,1989,880000
3,1780,2001,370000
4,2100,2009,346000
3,1140,1972,172500
3,1690,1956,379950
2,1160,1942,468000
4,1720,1978,477000
3,1210,1924,529000
3,1255,2004,312000
2,880,1942,326100
3,1050,1954,360000
3,1650,1961,438000
3,1570,1954,360000
4,2920,1921,1050000
4,3000,1913,688000
3,1850,1983,585000
3,1440,1983,265000
3,1440,1973,375000
3,1810,1970,326500
2,1180,1918,160000
4,3070,1927,1570000
5,3390,2004,735000
2,1470,1940,400000
4,2680,1952,800000
4,2290,1978,949880
3,1980,1949,405000
4,2870,1979,399000
3,1840,1951,730001
4,4060,2000,1795000
3,1630,2003,260000
2,1880,1902,751750
3,1780,1983,325000
4,2330,1941,344950
3,1840,1925,457500
5,2330,1962,389000
4,3200,2005,515000
3,2330,2004,732000
3,1950,1964,415000
4,3080,1937,1655000
2,1040,1951,535000
4,1960,1940,540000
5,2750,1926,525000
3,1930,1977,570000
5,4850,2001,569950
4,1982,2004,283200
3,2640,1926,1100000
4,1850,1978,830000
4,1940,1956,495000
5,2840,2003,292050
5,1900,1961,415000
5,1410,1955,295832
4,2520,1999,450000
4,3160,1997,1381000
4,3720,1991,857000
3,1820,2014,499950
3,1560,1967,465000
3,1600,1964,329000
3,1230,1984,475000
3,960,1955,255000
3,1270,1928,435000
3,2810,2001,685000
2,2160,2002,715000
3,2520,1925,780000
2,1180,2005,345000
4,1810,2003,355000
3,1680,1994,282000
3,910,1971,244000
3,3250,1951,967500
3,2000,1965,375000
3,3790,1985,1600000
3,2310,1977,527500
3,2510,1932,994000
3,1320,1948,313000
3,2370,1979,587000
3,900,1972,304000
3,2540,1940,675000
4,2100,1968,305000
3,1200,1943,280000
5,3720,2005,960000
3,1760,1988,500000
3,1670,1987,274950
3,2420,1998,455600
5,3480,1964,970000
4,1630,2003,312900
4,2340,1921,535000
2,920,1910,427000
2,910,1942,405000
3,1150,1943,480000
3,2500,1940,725000
4,3250,1973,293000
4,1930,1967,268000
4,3400,1991,475000
3,1590,1985,488000
4,3330,2009,760000
5,4590,2009,1710000
3,2610,2014,754950
3,1658,2014,263900
3,1600,2006,460000
3,1296,2009,399950
2,1280,2009,370000
4,5940,2004,1149000
4,2510,2009,450800
3,2710,2005,627000
3,1750,2013,495000
3,1430,1927,310000
4,1660,1933,550000
2,1320,1943,215000
4,2580,1984,799000
4,2740,1993,630000
3,2495,2007,267000
6,2300,1950,900000
3,1300,1963,365000
4,2230,1974,544500
4,2020,1917,599000
4,2000,2001,815000
2,1060,1952,254000
2,2080,1923,740000
3,2030,1979,225000
3,2690,1943,925000
4,3240,1946,1285000
3,1550,1999,537000
4,1480,1910,335000
4,3040,1906,840000
3,1560,1964,224000
3,2250,2006,395000
3,1100,1917,450000
3,1700,1907,681000
5,2680,1963,898000
3,800,1908,370000
2,1350,2005,429000
3,820,1910,150000
3,3160,2006,555000
3,1720,1958,326000
3,1680,1994,225000
3,1300,1996,245100
3,2190,1987,665000
3,1720,1994,535000
3,1160,1968,305000
7,3150,1957,999000
3,1210,1983,215000
3,1980,1965,432500
4,2990,2003,655000
3,1430,1966,266200
3,2060,1999,244615
4,2230,1991,460000
4,3090,1995,370000
6,4250,1967,465000
3,1970,1937,1175000
2,1700,1927,189000
3,2510,1995,820000
6,3610,1959,968000
4,2980,1900,1400000
3,1610,1947,438750
4,3650,1951,1210000
4,2510,1960,600000
3,1110,1932,589000
3,1650,1926,590000
3,1980,1994,479900
2,880,2007,210000
3,1490,1947,745000
3,2520,1906,840500
3,1820,1977,420000
7,4140,1978,565000
4,3420,2000,840000
4,3150,2006,681716
3,1580,1967,600000
3,1660,1949,380000
3,1100,1969,168500
2,1270,1920,355000
4,1450,1964,277000
4,1830,1989,236000
3,1300,1918,270000
2,2320,1925,700000
4,1680,1979,425000
3,2300,1921,635000
3,1400,1951,510250
4,2410,1929,960000
3,1480,1992,254000
3,1390,1954,299000
2,830,1996,175000
2,740,1949,157500
5,1940,1945,580000
3,1340,1978,124740
8,4440,1959,1970000
2,800,1954,285000
3,1310,1979,242000
4,2330,1924,840000
2,1400,2000,474800
4,2360,2003,490000
3,1840,2003,465000
4,2680,2004,515000
3,3890,1943,430000
3,1400,1968,253400
3,2400,1990,355000
4,2920,1998,740000
2,1390,1986,186950
3,1680,1984,306000
4,2040,1961,510000
2,1080,1940,345000
3,2280,1917,875000
4,4490,2006,700000
4,4700,2005,1400000
4,2798,2012,499950
3,2810,2005,739000
4,3753,2008,363000
4,3910,2007,782000
2,1050,2005,325000
4,1600,1916,485000
4,2590,1968,452000
4,1720,1978,264950
6,4410,1965,472000
3,1590,1957,267500
4,2440,1996,565000
3,1360,2003,535000
2,910,1952,389000
4,1390,1965,400000
3,1470,1958,264000
4,2920,1990,690000
3,1950,1985,412000
3,2390,2006,695000
3,1270,1964,246500
2,950,1958,230000
2,900,1925,302000
4,2280,1940,820000
3,1010,1954,145000
2,1260,1951,436500
4,4730,1935,2453500
3,2620,1992,672000
3,2330,1927,680000
5,2170,1911,750500
5,2450,1900,550000
4,1880,1978,266500
4,2300,1915,619000
3,1240,1988,405000
2,820,1916,300000
4,1530,1942,231000
5,2900,1967,790000
4,1240,1987,400000
4,4140,2000,950000
4,2240,1956,450000
3,1480,1928,595000
3,2270,1977,332000
3,1250,1949,155000
5,1930,1962,400000
4,1700,1981,349000
3,1590,1944,529000
5,1880,1963,405000
4,1640,1921,635200
3,2600,1940,540000
2,710,1943,402000
6,6980,1999,3100000
3,1460,1971,329932
3,2080,1989,300000
5,2630,2003,525000
4,4430,1952,2750000
4,2760,1999,602500
4,1670,1955,400000
4,1990,1944,445000
3,2600,1989,525000
2,1320,1909,395000
3,2240,1929,510000
4,1960,1959,723000
3,2590,1988,503000
4,2620,2000,672500
3,2770,1991,860000
3,2110,1924,475300
4,2290,2001,295000
4,4960,1909,1425000
2,1110,1951,250000
4,3310,2008,658000
2,900,1918,83000
3,1940,1960,685000
3,1590,1986,210000
3,2930,2008,650880
4,2040,2011,350000
2,1000,2006,305000
3,1730,2008,645000
3,1220,1901,385000
3,3060,1983,860000
4,2910,2002,395000
3,1050,1980,260000
3,1560,1992,196440
3,1680,1900,425000
4,4140,1977,2400000
3,1550,1959,369000
6,5700,1977,1385000
3,2200,1990,349900
2,1740,1994,650000
3,1210,1955,299950
4,4240,1989,625000
3,1590,1978,190000
4,3420,1947,715000
4,3190,1946,659000
3,1920,1947,490000
2,1340,2004,415000
3,1700,1947,750000
4,2310,1927,700000
3,1510,1989,425000
3,2670,1987,642000
4,2060,1983,655000
3,2090,1928,1365000
5,3090,1957,458000
2,1240,2007,330000
3,1860,2000,384950
3,2000,1953,560000
4,2500,1970,950000
4,1820,1977,465000
3,1820,1974,425000
3,1060,1981,315000
3,1950,1988,530000
2,940,1911,399000
2,1220,1976,168000
5,4180,2004,1886700
3,1200,1971,374000
5,3990,1937,740000
2,1880,1919,280000
4,2280,1994,322000
3,2580,1951,459900
4,2600,1976,750000
4,3150,1966,1256500
4,5550,2000,3710000
5,2220,1973,427000
2,1730,1947,800000
4,2840,1931,735000
4,2560,1992,642000
3,1330,1900,240000
2,1890,1909,645500
7,4290,1982,840000
2,1540,1983,475000
4,2340,1966,568000
3,2180,1961,325000
3,2780,2009,825500
4,2620,2013,499431
4,3760,2014,919204
4,2720,2012,545000
3,2675,1984,660000
5,2080,1987,538888
3,2460,1996,693000
3,1960,2004,289950
4,2550,1992,587000
3,1760,2014,615000
3,1620,1974,459000
3,1790,1960,243000
4,3480,1926,1505000
4,2780,1978,660000
5,3640,1982,1595000
1,750,1918,250000
3,960,1952,315000
3,2030,1963,404000
3,2930,2004,559900
2,1380,2011,285000
3,1720,1941,500000
2,1210,1950,380000
3,950,1948,469000
2,1710,1920,405000
2,1410,1909,439900
4,2910,2006,525000
4,2220,1988,580000
5,3160,1972,1250000
3,1380,2008,275000
3,1760,1920,629000
1,730,1911,395000
4,2460,1938,965000
3,2160,1960,820000
4,1990,1932,661000
3,3740,1991,789000
4,2710,1999,668500
3,2680,1990,350000
4,1850,1978,250000
4,3190,2001,725995
3,2730,1998,1000000
3,1840,1961,686000
4,2720,1987,665000
4,4370,2003,1965221
3,2290,2006,653000
2,990,1947,430000
2,1140,1988,305000
4,1840,1917,809000
2,1110,1947,440150
4,2150,1985,615000
3,2230,2003,1035000
2,1170,1941,455000
3,1960,1940,635000
3,2610,1988,675000
3,2130,1987,316000
3,3020,1969,955000
3,1670,1912,985000
3,1890,1965,465500
3,950,1950,305000
4,2430,1963,645000
4,2360,1939,730000
3,1510,1967,366000
3,2080,2002,290000
3,1750,1982,472500
3,1810,1925,550000
4,1790,1969,410000
4,2340,1967,440000
3,1690,1984,535000
4,2070,2003,300000
3,2240,2002,432500
4,4500,1980,870000
3,2770,1978,492000
3,1010,1969,199950
3,1120,1956,439800
5,3020,1978,320000
4,4400,1993,687000
3,1990,1963,345000
3,1450,1958,274950
4,1920,1998,270000
2,1175,2005,342000
3,1320,1970,327000
5,3990,1962,610000
2,1140,1947,455000
4,1720,1925,540000
4,2150,1976,411000
3,1790,1910,544000
2,2210,2003,802000
3,2180,1981,568500
3,1410,2004,391000
3,1950,2010,298000
3,1495,2006,400000
3,1660,1979,425000
3,1950,1990,328500
5,2550,1902,650000
3,1370,1911,850000
4,2200,1908,930000
3,1250,1942,530000
4,2220,1961,495000
3,1620,1945,500000
3,2250,1980,325000
3,1720,1990,365000
4,3030,1998,471000
3,1030,1961,223000
3,2190,1999,503000
3,1440,1942,230000
4,2170,1980,550000
4,2930,1925,1100000
3,1180,1960,193000
4,2360,1939,590000
3,1660,1956,712500
3,2390,1942,689800
3,1360,1924,430000
3,1840,1910,785200
3,1800,1976,474900
4,4130,2001,1070000
3,2220,1988,435000
5,3490,1980,941500
4,1830,2003,312000
4,1550,1930,835000
3,2050,1951,713250
2,1230,1906,440000
4,3150,2014,580135
3,3800,1976,575000
3,1350,1991,613000
3,1530,1970,235000
3,2290,1953,660000
2,1480,1940,280000
3,1970,1966,268000
2,720,1947,235000
3,1080,1947,390000
4,2790,1987,654950
5,2040,1969,449500
3,1320,1959,150000
3,1680,1989,440000
3,2140,1928,710000
3,1660,1981,420000
3,1540,1954,312000
3,1880,1952,320000
3,1250,1959,235000
5,2120,1913,437000
3,1810,1903,545000
3,2370,1993,640000
3,1970,2003,432000
3,2110,2001,548000
3,2080,2004,830000
4,3720,1970,875000
2,1370,1944,409950
4,2961,1998,695000
3,2090,1983,562100
3,2600,1989,475000
3,1870,1978,425000
4,2620,1987,600000
3,2430,1987,770000
3,1340,1968,239000
2,1170,1963,295000
3,2000,1963,560000
5,2070,1967,613000
4,4590,1981,960000
5,2550,1905,847000
3,1060,1962,206000
2,1220,1921,253000
4,1790,1973,430000
3,2060,1947,605000
2,1140,2007,425000
4,2870,1986,720000
6,2550,1958,375900
4,2790,1985,1298000
3,1110,1962,210000
2,940,1952,234000
3,2880,1958,285000
3,1200,1962,400000
3,1030,1952,718000
2,1240,1986,174500
3,1200,1995,222400
3,2780,2009,402500
3,1765,1996,250000
4,1960,1958,600000
2,2680,2006,930000
3,1410,1983,272500
4,2240,2014,363990
4,3120,2010,575000
3,1450,2009,400000
3,2340,2013,427874
5,2481,2014,309000
3,1530,2013,320000
3,1250,1942,390000
1,560,1967,299000
4,2200,1955,375000
3,1460,1997,240500
3,1650,1978,320000
5,3200,1952,1270000
3,2560,1986,658588
3,2080,2003,270000
3,1070,1989,327500
3,2190,1978,340000
3,2060,1903,200000
3,2640,1960,1025000
3,1720,1983,275000
5,3880,1979,1126000
2,960,1942,280000
3,2340,1985,485000
3,2660,1992,1901000
3,2090,1947,865000
3,1820,1993,532000
4,2310,1978,364950
3,920,1977,212500
1,790,1942,135000
2,1500,1942,437000
3,1240,1952,390000
4,2730,1986,760000
3,1170,1980,119500
5,3410,1912,2400000
4,2700,1994,837500
4,1650,1968,327500
2,670,1919,175000
3,1670,1992,289950
3,1530,1986,400000
3,1500,1984,219950
4,1720,1974,161700
5,2920,2003,500000
3,910,1948,465000
3,1050,1925,540000
3,1540,2004,525000
3,1210,1949,324950
5,2650,1961,565000
3,1990,1912,760500
5,2660,1969,1100000
4,4060,1977,603500
5,2300,1967,453500
6,2630,1974,583000
2,770,1948,275000
4,3790,1999,875000
4,2540,1979,335000
4,2500,1978,646000
4,2150,2005,392500
3,1670,1961,785000
3,1800,1956,470000
3,2070,1996,560000
2,830,1920,519000
3,2370,1973,746000
3,1010,1959,317000
3,1420,1959,371000
4,2120,1960,250000
4,2020,1979,532000
3,1520,2007,499950
2,820,1922,375000
3,1690,2007,640000
3,2260,1986,400000
3,1830,1986,572000
3,1350,1995,310000
5,3280,2003,989000
4,2770,1989,685000
4,2770,1987,907500
4,2460,2003,427500
3,4720,1998,860000
2,1250,1947,365000
3,1710,1988,250500
3,1840,1952,411715
4,2000,1999,415000
1,650,1967,129000
3,1020,1930,489000
2,1500,1950,170000
3,2060,2007,418500
3,1810,1983,261000
6,3810,1969,2005000
2,1650,1947,355000
3,1540,2011,742000
3,2080,1959,399950
3,2430,1989,791000
5,1750,1943,190000
3,1770,1968,229500
3,1710,2005,539000
4,2740,1991,549000
5,2730,1958,545000
3,2437,2011,285000
4,3290,2008,648000
4,2910,2012,610000
3,1630,2006,767450
4,4410,2006,765000
3,1780,2006,586500
3,1540,2011,520000
3,1420,2006,455000
3,2680,1979,653000
3,1750,1961,279950
3,2170,2003,449950
3,2390,1977,565000
4,2400,1929,620000
3,1690,1967,269000
3,3250,2001,875000
4,4610,1980,630000
4,2440,1957,425000
3,1290,1916,647500
4,2000,1916,450000
3,1050,1900,440000
4,2340,2008,445000
4,2210,1968,530000
5,2920,1906,875000
3,3150,1990,685000
3,3590,1999,798000
4,1910,2005,297500
4,3110,1983,749950
5,2440,2006,495000
4,1330,1962,540000
3,1460,1961,395000
6,3902,1977,1300000
5,5180,2001,1075000
2,1150,2004,214100
4,1920,1959,210000
3,2520,1988,499500
2,970,1924,546000
5,2490,1989,292000
3,1680,1993,289000
3,1150,1957,240000
4,1980,1983,395000
4,2070,1967,795000
4,5660,2001,955000
4,2420,1977,725000
4,2610,2009,335000
4,2810,1994,492000
3,1510,1976,250000
3,1910,1959,700000
3,1700,1931,545000
4,2020,1976,555000
3,2340,1917,640000
3,1463,2003,390000
3,1430,1945,466500
3,1180,1981,372500
5,4400,2003,1800000
3,1610,1994,255000
3,1480,1996,466800
3,2670,1987,749000
4,1830,1990,610000
2,920,1914,356000
3,1150,1908,165000
2,1190,1941,229000
4,4160,1973,530000
3,2370,2001,499950
4,1660,1926,619000
3,1480,1968,547000
4,2390,1999,359800
3,1690,2008,499000
3,1010,1958,189000
4,3500,1994,799000
4,2330,1990,257000
3,1890,1957,270000
4,2000,1959,453500
3,1130,1954,237000
4,1670,1947,456000
3,2600,2004,355500
4,1560,1965,299950
3,1170,1919,335000
4,2100,2006,268500
3,1710,1978,385000
4,2420,2005,376000
4,1370,1951,605004
4,2660,1923,886000
4,2260,2003,560000
4,2070,2004,343000
4,4670,1989,1415000
3,1500,1968,270000
4,2658,2014,411605
4,2700,2007,550000
3,1530,2014,465000
3,1480,2007,584000
3,1390,2006,275000
3,1660,2009,324500
3,2050,2011,700000
4,1550,1954,385200
4,1900,1975,270000
4,2820,2013,735000
2,1490,1956,389250
3,1750,1954,315000
4,2040,1990,545000
3,1900,1926,550000
3,1910,1977,415000
3,1560,1953,387500
3,1470,1939,432000
3,2700,1959,402000
4,3450,1960,1035000
3,1970,1967,294700
3,2670,1986,744000
3,2550,1990,715000
4,1720,1904,500000
4,4270,2004,1300000
3,2170,1979,1150000
4,2840,1990,650000
4,3270,1983,435000
3,1480,1974,510000
5,2440,1972,525000
4,2880,1928,920000
2,1730,1962,200000
2,1260,1926,435000
4,2230,1959,809950
2,2460,1936,1370000
4,2050,1959,455000
3,2030,2001,471000
2,810,1948,253500
3,1840,1953,185000
3,1730,1983,535500
2,2280,2002,835000
4,2630,2008,589500
3,2270,1975,680000
3,1020,1953,360000
4,1990,2005,595000
4,2680,1999,300000
3,1980,1926,660000
3,2400,1993,570000
2,780,1943,285000
3,980,1940,435000
3,1210,1918,160000
5,4600,1956,805000
3,1480,2005,450000
4,1320,1954,510000
5,4400,1963,1120000
4,3010,1999,1280000
3,2260,1985,539000
4,1880,1978,407193
3,1370,1983,320000
4,2720,1919,739000
2,1740,1946,452000
4,2560,2001,600000
5,2690,2012,279000
4,3240,2013,895000
4,2430,2008,585000
2,1405,2007,405000
5,3030,2014,837219
4,4150,2014,969990
3,1730,1985,490000
6,3820,1974,611000
4,3070,2006,462000
4,1780,1994,540000
4,1811,2007,260000
4,2450,1976,510000
3,2300,2001,567500
2,1440,1915,445000
4,2370,1979,684680
4,4420,2001,2700000
3,1300,1927,455000
5,2870,2007,540000
3,3400,2009,530000
3,1410,1956,410000
3,1640,1940,450000
4,3190,2006,609900
4,2380,1992,648000
3,2260,2005,550000
3,1240,1978,347000
5,4220,1958,1635000
4,4250,1972,1339000
3,1860,1963,288350
3,2850,1954,1150000
3,2470,1980,525000
3,2210,1969,250250
4,1920,1975,341000
4,3150,2000,700000
4,2700,1968,390000
3,2190,1963,539950
2,1380,2006,552000
5,2520,1928,250000
3,1300,1963,502000
4,2220,1964,480000
2,730,1946,378500
4,3300,1985,1350000
4,4130,1978,1900000
3,2670,1981,605000
4,1980,2003,307550
2,740,1949,304700
3,2050,1977,568000
3,1230,1987,385000
3,1210,2008,345000
3,1890,1973,435000
2,1870,2003,579000
3,1330,1998,236000
3,1590,1974,305100
3,1710,1958,368000
2,1200,1917,255000
2,1140,1942,400000
3,2240,1948,440000
2,920,1919,417000
2,800,1906,435000
4,1980,1952,475000
4,2800,2001,563500
3,1680,1987,285000
4,2330,1998,471000
4,2240,1965,500000
3,2140,1991,640000
4,2170,1992,442500
3,1150,1963,213400
4,2030,1926,831000
3,1350,1986,325000
2,910,1905,425000
4,2700,1968,550000
4,3730,1991,599950
4,2740,1984,1225000
4,2050,1987,750000
4,2390,1974,290000
4,1990,1999,270000
4,1300,1969,229950
3,1330,1948,234999
2,1000,1960,265000
4,2190,1993,367300
3,1380,1900,550000
4,2610,1988,743700
2,1060,2008,352750
2,710,1943,403950
4,2730,1909,980000
4,2470,1937,585000
3,1760,1977,554000
3,1530,1998,546000
2,1610,1948,280000
2,1030,1938,212500
4,2800,1999,739000
3,1310,1986,428000
4,3160,1981,965000
3,2500,1997,364900
3,2070,1948,559000
4,1980,1978,213000
3,2590,2004,620000
4,1910,1934,240000
3,2630,1967,852500
3,2630,2004,600000
3,1960,2006,410000
3,1440,1977,328000
3,2210,1958,625000
4,2350,1994,649950
3,1590,1944,235000
3,1500,2004,489000
3,1900,2005,536000
4,2370,2013,400000
3,1720,2004,398000
4,2020,1960,379000
2,1340,2008,345000
3,1800,2011,365000
3,1480,2010,315000
4,2750,1916,571000
5,3760,1983,1025000
3,2540,2005,695000
3,1760,1979,225000
3,3000,1995,740000
4,1930,1992,315000
4,3040,2001,1230000
2,860,1916,420000
3,1420,1984,310000
3,2080,1954,700000
3,1560,2003,269000
4,1960,2002,369990
3,1620,1926,800000
5,3670,1952,569000
6,1930,1971,175000
3,1290,2000,440000
5,1970,1986,435000
3,1540,1955,345000
4,2180,1900,558000
2,1490,1983,475000
3,2220,1980,490000
3,2430,1978,335000
2,1392,1978,350000
4,1120,1939,100000
4,1390,1941,417500
3,2040,1962,253000
5,2830,1923,1240000
4,3020,1994,490000
3,2290,1965,470000
4,1210,1955,483300
3,2510,1996,659000
4,2320,1910,480000
3,970,1965,165000
3,1820,1957,659500
3,970,1967,219900
2,1740,1924,315000
3,1590,1984,250000
2,1380,1943,268000
4,1680,1959,380000
2,1220,1926,499000
2,1651,1946,285000
3,1330,1973,183000
3,2940,1988,1070000
3,1410,2005,429000
2,1100,1926,403000
3,1530,1975,375500
5,5270,1977,1795000
3,2110,1919,516200
4,1720,1971,385000
3,1800,1996,515000
4,2210,1999,375000
4,2560,1973,650000
2,1010,1981,306888
4,3340,1998,870000
4,1740,1965,310000
3,1320,1975,251750
3,1520,1976,366000
3,2010,1951,429950
3,2440,2000,710000
5,2550,1953,895000
3,1010,1959,149500
3,1780,1990,310000
3,2180,1930,555000
5,2750,1937,750000
4,3490,2006,745000
3,2550,2001,695000
3,1870,1959,433000
4,1150,1947,307000
3,2050,1962,655275
4,1940,1990,392000
5,3630,2004,1180000
3,1890,1952,359950
4,1630,1968,360000
4,2440,1954,566000
5,3100,1950,700000
3,2090,2000,415000
3,920,1962,199500
3,1580,1926,749000
3,1760,1960,680000
4,2530,1978,400000
4,2490,1983,608000
4,3870,2001,589900
5,2732,1975,480000
5,3230,2014,1059500
6,2930,2013,915000
4,3510,2001,695000
4,2580,2013,899900
2,1060,2005,499950
4,2790,2013,533112
4,2009,2014,303210
5,2880,2006,525000
2,710,1943,399950
3,2070,1910,850830
3,1370,1964,371500
3,1730,1980,522000
4,1680,1950,588000
2,1350,1952,276900
5,1510,1959,248000
3,1860,1989,280000
6,3440,2007,495000
6,4250,1902,665000
2,860,1931,290300
2,1640,1921,527000
2,1295,2007,487028
3,1790,1978,325000
3,2210,1916,799000
5,10040,1940,7062500
3,940,1965,354000
3,1160,1962,262500
3,1990,2004,560200
3,1050,1942,220000
2,1030,1928,650000
3,1420,2004,435000
4,2690,1909,800000
4,3760,1987,1010000
2,700,1953,200000
5,2100,1999,295000
4,2240,1976,580379
4,3470,1995,875000
3,3370,1951,515000
4,2790,1989,599000
3,1870,2005,285000
3,1520,1968,290000
1,750,1946,355000
3,1460,1954,381000
